,Unnamed: 0,question_text,processed_question,cluster
32570,32570,지원자님께서 지원하신 그 직무가 아닌 다른 곳에 배치가 된다면 어떻게 하시겠습니까,원자 지원 그 직무 다른 곳 배치,0
32571,32571,지원자분께서 업무 중에 스케줄에 없던 일이 생길 때가 있을 수 있습니다 이와 같은 상황에서 어떻게 대처하고 싶으신지 궁금합니다,원자 업무 중 스케줄 때 수 이 상황 대처 신지,4
32572,32572,최근에 본 뉴스들 가운데에서 가장 인상 깊었던 뉴스는 무엇이었습니까 무엇인지와 이유도 함께 말씀해 주십시오,최근 뉴스 가운데 가장 인상 뉴스 무엇 무엇 인지 이유 말씀 시오,1
32573,32573,본인의 생각이 아닌 지원자님의 다른 주변 사람들은 지원자님의 장점과 단점을 뭐라고 말하나요 생각나는 대로 말씀해 주시기 바랍니다,본인 생각 원자 다른 주변 사람 원자 장점 단점 말 하나요 대로 말씀 시기,2
32574,32574,지원자님이 생각할 때 본인은 팀장에 더 잘 맞을 것 같다고 생각하시나요 아니면 팀원에 더 잘 맞을 것 같다고 생각하시나요 이유도 함께 설명해 주시기 바랍니다,원자 생각 때 본인 팀 더 것 생각 팀 더 것 생각 이유 설명 시기,2
32575,32575,만약 업무를 하던 도중에 스케줄에 없는 일이 생긴다면 이런 상황에서 어떻게 대처하시겠습니까,만약 업무 도중 스케줄 상황 대처,4
32576,32576,만약에 상사가 업무와 무관한 일을 시켜도 잘 수행할 자신이 있으신가요 아니면 수행하지 않을 것인지도 말씀해 주세요,만약 상사 업무 무관 일 수행 자신 가요 수행 것 인지도 말씀,4
32577,32577,직무 수행 중 모르는 과제가 등장했다면 어떻게 해결하시겠어요 본인의 해결법과 이유를 말씀해 주세요,직무 수행 중 과제 등장 해결 본인 해결 법 이유 말씀,0
32578,32578,여러 사람들과 함께 일을 하다 보면 구성원들과 갈등이 생길 일이 있을 텐데요 이럴 때 어떻게 해결하시면 좋을까요,여러 사람 일 구성원 갈등 때 해결,0
32579,32579,지원자분께서 회사에 들어오시면 협업을 해야 될 일이 많이 생길 수 있습니다 이전 직장에서나 대학교에서 협업을 하실 때 어려운 점은 없으셨는지 궁금합니다,원자 회사 협업 수 이전 직장 대학교 협업 때 점,1
32580,32580,업데이트 한 내용이 문제 발생이 생겼을 경우에 당신은 어떻게 행동할 것인지 구체적으로 설명해 주세요,업데이트 내용 문제 발생 경우 당신 행동 것 구체 설명,4
32581,32581,혹시 매일 공부하고 있는 분야가 따로 있으십니까 있다면 그걸 왜 공부하는지도 함께 설명 부탁드립니다,혹시 매일 공부 분야 왜 공부 설명,3
32582,32582,지원자분 본인만의 스트레스 해소 방법이 있으시다면 그게 무엇일지 궁금합니다 왜 그와 같은 방법으로 스트레스를 해소하고 계시는지도 함께 답변 부탁드립니다,원자 본인 스트레스 해소 방법 그게 무엇 일지 왜 그 방법 스트레스 해소 답변,5
32583,32583,혹시 상사가 업무와 무관한 일을 시킨다면 잘 수행할 자신이 있으신지 궁금합니다 아니면 수행하지 않겠다고 하실 건가요,혹시 상사 업무 무관 일 수행 자신 신지 수행 건가,4
32584,32584,버전 관리 시스템은 무엇을 사용해 보셨는지 말씀해 주시겠습니까,버전 관리 시스템 무엇 사용 말씀,1
32585,32585,우리 회사가 해외 무대로 진출한다면 어디로 진출하는 것이 좋을 것 같습니까 이유도 말씀해 주십시오,우리 회사 해외 무대 진출 어디 진출 것 것 이유 말씀 시오,4
32586,32586,네이버 다음 구글의 검색을 비교해 보시고 각각 검색 엔진들의 차이점과 장단점을 설명해 주시기 바랍니다,네이버 다음 구글 검색 비교 보시 각각 검색 엔진 차이점 장단점 설명 시기,1
32587,32587,지원자님께서는 자신이 협업을 할 때 사교성이 좋은 편이라고 생각하십니까 그리고 사교성을 키우기 위해 어떤 노력을 하셨는지 궁금합니다,원자 자신 협업 때 사교성 편이 생각 사교성 위해 노력,6
32588,32588,만약 상사가 회사의 이익에 반하는 행동을 하는 것을 본인이 직접 목격했다면 그때 어떻게 하시겠습니까,만약 상사 회사 이익 행동 것 본인 직접 목격 그때,4
32589,32589,커뮤니케이션을 잘 할 수 있는 지원자님만의 스킬이 있다면 한번 얘기해 주시겠어요,커뮤니케이션 수 원자 스킬 한번 얘기,1
32590,32590,지원자님께서 직장을 선택할 때 가장 중요하게 생각하는 세 가지가 있다면 각각 무엇인지 말씀해 주십시오,원자 직장 선택 때 가장 생각 세 가지 각각 무엇 말씀 시오,2
32591,32591,만약 본인이 지금 지원한 해당 직무가 아닌 타 부서에 배치되게 된다면 어떻게 하시겠어요 그래도 괜찮으실까요,만약 본인 지금 지원 해당 직무 타 부서 배치 요,0
32592,32592,지금까지 살아오시면서 새로운 환경에서 전혀 몰랐던 일을 맡아서 한 경험이 있으셨습니까 있다면 소개해 주시기 바랍니다,지금 환경 전혀 일 경험 소개 시기,1
32593,32593,업무 중 스케줄에 없던 일이 생길 때가 많이 있는데요 이러한 상황이 생긴다면 어떻게 대처하실 건가요,업무 중 스케줄 때 상황 대처 건가,4
32594,32594,본인이 그동안 인생에서 겪었던 갈등들 중 가장 심각했던 갈등은 무엇입니까 한 가지만 말씀해 주시기 바랍니다,본인 그동안 인생 갈등 중 가장 갈등 무엇 입 가지 말씀 시기,1
32595,32595,본인의 십 년 후 미래는 어떨 것 같으세요 저희 회사에 계속 다니고 계실까요,본인 십 년 후 미래 것 저희 회사 계속 요,4
32596,32596,개인적으로 학습을 어떻게 하시는지 말씀해 주세요 강의 혹은 책을 활용한 공부를 말씀해 주셔도 괜찮습니다,개인 학습 말씀 강의 책 활용 공부 말씀,3
32597,32597,동물 실험이 인간에게 주는 이익에 관해서 이야기해 보시면 좋겠습니다 동물 실험에 대한 지원자분의 생각도 궁금합니다,동물 실험 인간 이익 관해 이야기 보시 동물 실험 대한 원자 생각,2
32598,32598,지원자분께서 여러 사람들과 일을 하시다 보면 구성원들과 갈등이 생길 일이 있을 수 있습니다 이럴 때 어떻게 해결하고 싶으신지 궁금합니다,원자 여러 사람 일 구성원 갈등 수 때 해결 신지,0
32599,32599,대학 생활 중 가장 힘들었던 경험은 무엇입니까 그것을 어떻게 극복하셨는지도 말씀해 주세요,대학 생활 중 가장 경험 무엇 입 그것 극복 말씀,1
32600,32600,다른 사람이 생각하는 지원자님의 장단점은 뭐라고 생각하십니까 이유도 함께 말씀해 주시기 부탁드리겠습니다,다른 사람 생각 원자 장단점 생각 이유 말씀 시기,2
32601,32601,얼마 전 구급대원분께서 주취자에게 폭행을 당해서 순직 당하는 일이 있었습니다 이 사건에 대해서 어떻게 생각하시는지 궁금합니다,얼마 전 구급대원 취 폭행 순직 이 사건 대해 생각,2
32602,32602,면접자님이 생각하시기에 숫자와 창의 중 어떤 것이 더 가깝다고 생각하십니까 이유와 함께 말씀 부탁드립니다,면접 자 생각 숫자 창의 중 것 더 생각 이유 말씀,2
32603,32603,우리 회사에 입사를 하고 보니 업무 내용이나 강도가 예상한 것과 전혀 다르게 느껴진다면 어떻게 대처하실 건가요,우리 회사 입사 업무 내용 강도 예상 것 전혀 대처 건가,4
32604,32604,지원자분께서는 본인이 팀장 역할에 더욱 잘 맞을 것 같으신지 팀원 역할에 더욱 잘 맞을 것 같으신지 그 이유와 함께 설명해 주시면 좋겠습니다,원자 본인 팀 역할 더욱 것 신지 팀 역할 더욱 것 신지 그 이유 설명 주시,1
32605,32605,만약 이 면접에서 최종 탈락하신다면 어떤 점이 부족해서 탈락했다고 생각을 하실 것 같습니까,만약 이 면접 최종 탈락 점 탈락 생각 것,2
32606,32606,저희 회사가 해외 무대로 진출한다면 어디로 진출하는 것이 좋을까요 이유도 말씀 부탁드립니다,저희 회사 해외 무대 진출 어디 진출 것 이유 말씀,4
32607,32607,업무 중 스케줄에 없던 일이 생길 때가 많이 있습니다 혹시 그런 상황이 생기게 될 때 어떻게 대처하실 건가요,업무 중 스케줄 때 혹시 상황 생기 때 대처 건가,4
32608,32608,면접자님께서 상사가 회사의 이익에 반하는 행동을 직접 목격했다면 어떻게 대처하시겠습니까,면접 자 상사 회사 이익 행동 직접 목격 대처,4
32609,32609,만약 근모 중 직무가 적성에 맞지 않는다면 어떻게 하시겠어요 상황을 가정하고 말씀해 주세요,만약 모 중 직무 적성 상황 가정 말씀,0
32610,32610,면접자님께서 스트레스를 받으면 어떻게 해소하시는지 왜 그 방법으로 스트레스를 해소하시는지 설명 부탁드립니다,면접 자 스트레스 해소 왜 그 방법 스트레스 해소 설명,5
32611,32611,지원자분이 생각하시는 테스트 코드를 짜야 하는 이유에 관해서 말씀해 주세요,원자 생각 테스트 코드 이유 관해 말씀,2
32612,32612,입사 후에 일을 하면서 정작 지원한 분야가 본인과 잘 맞지 않는다는 사실을 알게 된다면 어떻게 하시겠습니까,입사 후 일 정작 지원 분야 본인 사실 알,4
32613,32613,면접자님께서는 평소에 검색을 자주 하시는 편인가요 어떤 검색을 하시는지 왜 하시는지 말씀 부탁드립니다,면접 자 평소 검색 자주 편 검색 왜 말씀,1
32614,32614,태어나서 이제까지 했던 일들 가운데 제일 후회했던 일이 무엇이었는지 한 가지만 골라서 말씀해 주시겠어요,이제 일 가운데 제일 후회 무엇 가지 골 말씀,1
32615,32615,이루고 싶은 인생의 목표가 있으십니까 있다면 왜 그것을 이루고 싶은지도 함께 말씀해 주십시오,인생 목표 왜 그것 말씀 시오,1
32616,32616,협업을 할 때 가장 중요하게 생각하는 것은 어떤 것일까요 왜 그것을 가장 중요하게 생각하는지 말씀 부탁드리겠습니다,협업 때 가장 생각 것 것 요 왜 그것 가장 생각 말씀,2
32617,32617,면접자님은 비 아이티 동료와 효과적으로 의사소통을 하시려면 어떻게 해야 된다고 생각하십니까,면접 자 비 아이티 동료 효과 의사소통 생각,2
32618,32618,지금부터 삼 년 뒤까지 삼 년 내에 주요 성장 계획이나 목표가 있으십니까 있다면 무엇인지 말씀해 주세요,지금 삼 년 뒤 삼 년 내 주요 성장 계획 목표 무엇 말씀,1
32619,32619,전에 다니던 회사를 보니 개발 쪽은 아니었던 것 같습니다 왜 전에 회사를 그만두고 아 이 회사에 개발을 하러 오셨습니까,전 회사 개발 쪽 것 왜 전 회사 이 회사 개발,4
32620,32620,입사를 하게 되면 협업을 할 일이 많이 생길 수도 있는데요 이전 직장에서나 대학에서 협업을 할 때 어려운 점은 없으셨습니까,입사 협업 수도 이전 직장 대학 협업 때 점,1
32621,32621,시험 기간 시간이 촉박할 때 어떻게 시간 관리를 하시는지 면접자님만의 시간 관리법에 대해 말씀해 주세요,시험 기간 시간 때 시간 관리 면접 자 시간 관리 법 대해 말씀,4
32622,32622,면접자님의 장단점에 대해 말씀해 주시고 그것을 특화시키고 극복시키기 위한 노력이 있었다면 함께 설명 부탁드립니다,면접 자 장단점 대해 말씀 주시 그것 특 극복 위 노력 설명,6
32623,32623,전공 외 본인이 수준급의 실력이 될 정도로 노력해 본 것이 있나요 있다면 전공과 관련해 어떤 도움을 주는지도 말씀해 주시기 바랍니다,전공 외 본인 수준 실력 정도 노력 것 전공 관련 도움 말씀 시기,6
32624,32624,이제까지 살면서 제일 후회되는 일이 있었다면 그것이 무엇이었는지 한 가지만 골라서 얘기해 주시겠어요,이제 제일 그것 무엇 가지 골 얘기,1
32625,32625,지원자님의 전공과 관련해서 최근 부족하다고 느끼고 따로 공부를 하고 있는 분야가 있으십니까,원자 전공 관련 최근 공부 분야,3
32626,32626,입사 후 근무를 하면서 면접자님이 생각하시는 분야와 잘 맞지 않는다는 사실을 깨닫게 된다면 어떻게 대처하시겠습니까,입사 후 근무 면접 자 생각 분야 사실 대처,4
32627,32627,만약 근무를 하던 중 팀원과 불화가 생긴다면 어떻게 해결하시겠습니까 면접자님만의 해결법과 이유에 대해 설명해 주세요,만약 근무 중 팀 불화 해결 면접 자 해결 법 이유 대해 설명,0
32628,32628,면접자님께서 입사 후에 기존에 원하던 일을 못 하게 되었을 경우 어떻게 하실 건가요 그리고 그렇게 하시는 이유는 무엇이라고 생각하시나요,면접 자 입사 후 기존 일 못 경우 건가 이유 무엇 생각,4
32629,32629,과거 프로젝트를 수행해 본 경험이 있으신지 궁금한데요 있다면 프로젝트 내에서 어떤 역할을 수행하셨습니까,과거 프로젝트 수행 경험 신지 프로젝트 내 역할 수행,1
32630,32630,면접자분께서는 프로세스와 스레드에 차이점은 무엇이라 생각하십니까,면접 분 프로세스 스레드 차이점 무엇 생각,2
32631,32631,남들과 다른 자신만의 경쟁력이 있으신가요 있으시다면 경쟁력을 키우기 위해서 어떤 노력을 했는지 설명 부탁드리겠습니다,남 다른 자신 경쟁력 가요 경쟁력 위해 노력 설명,6
32632,32632,기차가 운행 중 산사태로 삼십 분 동안 정차되었습니다 이때 본인이 관리 책임의 위치에 있다면 어떻게 조치하시겠어요,기차 운행 중 산사태 삼십 분 동안 정차 때 본인 관리 책임 위치 조치,4
32633,32633,지원자분께서 이 직무에 지원하신 이유가 무엇인지를 이야기해 주시고 본인이 왜 적합한 인재라고 생각하시는지도 설명해 주세요,원자 이 직무 지원 이유 무엇 인지 이야기 주시 본인 왜 인재 생각 설명,2
32634,32634,지원자님은 팀으로 일하는 것과 혼자 일하는 것들 중에서 어떤 쪽을 더 선호하시는 편입니까,원자 팀 일 것 혼자 일 것 중 쪽 더 선호 편입,1
32635,32635,지원자님께서 지금 원하시는 직무가 아닌 다른 부서에 배치가 되게 된다면 어떻게 하시겠습니까,원자 지금 직무 다른 부서 배치,0
32636,32636,현대인들은 하루에 평균적으로 세 번은 거짓말을 하고 산다고 합니다 지원자분께서 해보신 가장 기억에 남는 거짓말은 무엇일지 궁금합니다,현대인 하루 평균 세 번은 거짓말 산다 원자 가장 기억 거짓말 무엇 일지,1
32637,32637,우버 택시 도입에 관해서 논란이 있었던 걸 알고 계실 겁니다 지원자께서는 우버 택시 도입 찬반양론 이 중에 어떤 의견을 갖고 계신지 궁금합니다,우버 택시 도입 관해 논란 걸 알 지원 우버 택시 도입 찬 양론 이 중 의견,1
32638,32638,일을 하게 되면 중국으로 출장을 갈 일이 조금 생길 수도 있는데요 혹시 중국 출장도 괜찮으십니까,일 중국 출장 조금 수도 혹시 중국 출장,4
32639,32639,본인께서 업데이트한 내용에 문제가 생겼을 경우 본인은 어떻게 행동할 것인지 구체적으로 설명해 주시겠습니까,본인 업데이트 내용 문제 경우 본인 행동 것 구체 설명,4
32640,32640,이제까지 살면서 전혀 몰랐던 일을 새로운 환경에서 맡아본 경험이 있다면 그 경험에 대해서 말씀해 주시겠어요,이제 전혀 일 환경 경험 그 경험 대해 말씀,1
32641,32641,면접자님께서는 팀으로 근무하시는 것과 혼자 근무하시는 것 중 무엇을 더 선호하시나요 이유와 근거를 들어 말씀 부탁드립니다,면접 자 팀 근무 것 혼자 근무 것 중 무엇 더 선호 이유 근거 말씀,1
32642,32642,지금 학습하고 계신 분야가 무엇인가요 왜 그걸 공부하고 있고 지금까지 무엇을 배웠는지도 말씀해 주세요,지금 학습 분야 무엇 왜 공부 지금 무엇 말씀,3
32643,32643,지금부터 삼 년 뒤까지 면접자님에게 있어서 주요 성장 계획이나 목표가 있다면 그것이 무엇인지 얘기해 주세요,지금 삼 년 뒤 면접 자 주요 성장 계획 목표 그것 무엇 얘기,1
32644,32644,혹시 우리 회사에 들어오게 되면 기존과 업무 스타일이 달라질 수도 있는데 그럴 때 기존과 다른 업무 스타일에 잘 적응하실 수 있을까요,혹시 우리 회사 기존 업무 스타일 수도 때 기존 다른 업무 스타일 수,4
32645,32645,지원자분께서 일을 하시다 보면 업무량이 과도하게 많아질 수도 있습니다 그래도 잘 버티실 자신이 있으신지 궁금합니다,원자 일 업 무량 과도 수도 자신 신지,4
32646,32646,본인께서 소프트웨어 개발 중 어떤 문제가 발생했을 때 그 문제를 어떻게 해결하실지에 대해서 본인의 생각을 말씀해 주세요,본인 소프트웨어 개발 중 문제 발생 때 그 문제 해결 대해 본인 생각 말씀,0
32647,32647,면접자님께서 그동안 속해 있었던 조직 혹은 단체 속에서 주로 어떤 역할을 맡으셨는지 궁금합니다,면접 자 그동안 해 조직 단체 속 주로 역할,1
32648,32648,일을 하게 되면 자료를 문서화하게 될 일이 많이 있는데 그럴 때 문서화 작업이 왜 필요하다고 생각하시는지 본인의 의견을 얘기해 주세요,일 자료 문서 때 문서 작업 왜 생각 본인 의견 얘기,2
32649,32649,지원자님이 평소에 되고 싶었던 개발자가 있다면 어떤 개발자인지 답변해 주세요,원자 평소 개발자 개발자 답변,1
32650,32650,지원자께서 지원하신 그 직무가 아니라 다른 부서에 배치가 되게 된다면 어떻게 하시겠습니까,지원 지원 그 직무 다른 부서 배치,0
32651,32651,만약 시간이 촉박한 상황이 생긴다면 어떻게 시간 관리를 하시겠습니까 면접자님만의 시간 관리법에 대해 자세하게 설명 부탁드립니다,만약 시간 상황 시간 관리 면접 자 시간 관리 법 대해 설명,4
32652,32652,지원자님이 생각할 때 글로벌 인재에게 필수적인 요소는 무엇인가요 그리고 지원자님께서는 그것을 위해 어떤 노력들을 하셨는지 궁금합니다,원자 생각 때 글로벌 인재 필수 요소 무엇 원자 그것 위해 노력,6
32653,32653,아이씨티 업무를 함에 있어서 인문학적 소양이 중요하다고 생각하십니까 그러면 얼마나 중요한지 그것에 대해 말씀해 주세요,아이 씨티 업무 함 인문학 소양 생각 얼마나 그것 대해 말씀,1
32654,32654,특별히 가고 싶은 회사가 있으시니까 특정 도메인이 중요한지 회사의 분위기가 중요한지 어떤 점을 중점적으로 보시는지가 궁금합니다,회사 특정 도메인 회사 분위기 점 중점,4
32655,32655,남들과는 다른 자신만의 경쟁력을 설명 부탁드리겠습니다 경쟁력을 키우기 위해서 어떤 노력을 해야 되는지도 설명 부탁드리겠습니다,남 다른 자신 경쟁력 설명 경쟁력 위해 노력 설명,6
32656,32656,지원자님께서는 본인이 교번 근무에 잘 적응할 수 있다고 생각하십니까 그렇다면 그 근거도 함께 제시해 주십시오,원자 본인 교번 근무 수 생각 그 근거 제시 시오,2
32657,32657,어떤 문제에 부딪쳤을 경우 혼자 해결하는 편인지 여러 사람들에게 이야기를 하는 편인지 궁금합니다,문제 경우 혼자 해결 편 여러 사람 이야기 편,0
32658,32658,지원자분 본인께서 지금까지 살면서 이뤄왔던 성과들 가운데 가장 큰 성과는 무엇일지 궁금합니다 자랑 한번 해 주시기 바랍니다,원자 본인 지금 성과 가운데 가장 성과 무엇 일지 자랑 한번 해 시기,1
32659,32659,본인의 장점과 단점에 대해서 설명해 주시고 그것을 특화시키고 본인이 극복하기 위한 노력도 함께 이야기해 주셨으면 좋겠습니다,본인 장점 단점 대해 설명 주시 그것 특 본인 극복 위 노력 이야기,6
32660,32660,본인은 무언가를 달성하기 위해 목표를 세우고 이 삼 년 간 열심히 노력해서 그 목표를 달성해 본 경험이 있나요,본인 무언가 달성 위해 목표 이 삼 년 간 노력 그 목표 달성 경험,6
32661,32661,지원자은 협업하는 과제와 혼자 하는 과제 중 무엇을 더 선호하시는 편이십니까 그 이유도 함께 말씀 부탁드립니다,지원 협업 과제 혼자 과제 중 무엇 더 선호 편이 그 이유 말씀,1
32662,32662,면접자님께서 상사가 회사의 이익에 반하는 행동을 하는 것을 직접 목격했다면 어떻게 대처하시겠습니까,면접 자 상사 회사 이익 행동 것 직접 목격 대처,4
32663,32663,본인이 생각할 때 지금까지 자신이 이룬 성과 가운데 가장 큰 성과는 무엇입니까 자랑 한번 해 주시기 바랍니다,본인 생각 때 지금 자신 성과 가운데 가장 성과 무엇 입 자랑 한번 해 시기,1
32664,32664,본인의 생각이 아니라 본인 주변의 다른 사람들이 생각하는 지원자님의 장단점을 전부 말씀해 주세요,본인 생각 본인 주변 다른 사람 생각 원자 장단점 전부 말씀,2
32665,32665,업무를 수행하다 보면 영어로 서류를 작성해야 할 일이 발생할 수 있습니다 영어로 서류를 작성하실 수 있으실까요,업무 수행 영어 서류 작성 발생 수 영어 서류 작성 수 요,4
32666,32666,열심히는 하지만 면접자님이 원하는 만큼 따라오지 못하는 팀 동료가 있다면 어떻게 대처하시겠습니까,면접 자 만큼 팀 동료 대처,4
32667,32667,전공 외에 지원자님의 실력이 수준급이 될 정도로 노력한 어떤 것이 있나요 있다면 그게 전공에 어떤 도움을 주었는지도 궁금합니다,전공 외 원자 실력 수준 정도 노력 것 그게 전공 도움,6
32668,32668,만약에 일을 하게 됐을 때 그 팀이 코드 리뷰에 대해 보수적이고 페어를 완강하게 거부하는 곳이라면 어떻게 대처하실 건가요,만약 일 때 그 팀 코드 리뷰 대해 보수 페어 완강 거부 곳 라면 대처 건가,4
32669,32669,커뮤니케이션을 잘 할 수 있는 본인만의 스킬이 있다면 한번 소개해 주실 수 있으십니까 직접 한번 보여주셔도 좋을 것 같습니다,커뮤니케이션 수 본인 스킬 한번 소개 수 직접 한번 것,1
32670,32670,지원자님은 어떤 의견을 주장하실 때 강하게 주장하시는 편인가요 지원자님의 스타일은 어떤 스타일인지 궁금합니다,원자 의견 주장 때 주장 편 원자 스타일 스타일,4
32671,32671,당신은 제 이 외국어가 가능한가요 몇 개 국어를 하실 수 있나요 또한 새로운 언어를 배울 때 공부하는 방법과 어느 정도의 시간이 걸리는지도 함께 말해 주세요,당신 제 이 외국어 몇 개 국어 수 또한 언어 때 공부 방법 정도 시간 말,1
32672,32672,이제까지 살아오시면서 전혀 몰랐던 환경에서 새로운 일을 맡아서 해본 경험이 있다면 그 경험에 대해서 말씀해 주시겠어요,이제 전혀 환경 일 경험 그 경험 대해 말씀,1
32673,32673,면접자님께서는 이전에 혹시 애자일 방법론을 활용하여 개발을 해 보셨나요,면접 자 이전 혹시 애자 일 방법론 활용 개발 해,1
32674,32674,만약 함께 일하는 동료 가운데 이직을 생각하는 동료를 만나게 된다면 뭐라고 말씀하시겠습니까 또 왜 그렇게 말씀하실지도 설명해 주시기 바랍니다,만약 일 동료 가운데 이직 생각 동료 말씀 또 왜 말씀 설명 시기,2
32675,32675,본인이 다니던 전 회사를 그만두고 개발 파트를 지원하신 이유를 말씀해 주시겠어요,본인 전 회사 개발 파트 지원 이유 말씀,4
32676,32676,지원자님께서는 개발자에게 무엇이 가장 중요하다고 생각하시는지 말씀해 주세요,원자 개발자 무엇 가장 생각 말씀,2
32677,32677,우리 회사에 들어와서 본인이 하고 싶은 업무가 있으십니까 있으시다면 이유와 함께 말씀해 주십시오,우리 회사 본인 업무 이유 말씀 시오,4
32678,32678,남을 잘 이끌어주는 리더형 인재와 남을 잘 따르는 팔로워형 인재 본인은 둘 중 어떤 유형인지 이유는 무엇인지에 대해서 설명해 주세요,남 리더 인재 남 팔로워 인재 본인 둘 중 유형 이유 무엇 인지 대해 설명,1
32679,32679,지원자님은 스터디를 따로 하고 계신 것이 있나요 있다면 어떤 공부를 어떤 목적으로 하고 계신지도 궁금합니다,원자 스터디 것 공부 목적,3
32680,32680,면접자님께서 의견을 주장하실 때 어떤 방법으로 이야기하시는지 궁금합니다,면접 자 의견 주장 때 방법 이야기,4
32681,32681,지금까지 사회생활을 통해서 다양한 커뮤니케이션을 경험해 보셨을 텐데요 그 중 가장 어려웠던 경험을 한 가지만 골라서 말씀해 주시기 바랍니다,지금 사회생활 통해 커뮤니케이션 경험 그 중 가장 경험 가지 골 말씀 시기,1
32682,32682,지원자께서 가지고 있는 현재 위치보다 더 어려운 목표를 달성하기 위해서 노력한 것이 있다면 한 번 얘기해 주세요,지원 가지 현재 위치 더 목표 달성 위해 노력 것 번 얘기,6
32683,32683,면접자님께서 배달의 민족을 사용하시면서 서비스에 대해 아쉬웠던 부분이 있었다면 무엇인지 한 가지만 말씀해 주세요,면접 자 배달 민족 사용 서비스 대해 부분 무엇 가지 말씀,1
32684,32684,일을 하다 보면 영어로 서류를 작성해야 될 때가 있습니다 지원자님은 영어로 서류를 작성하는데 문제 없으신가요,일 영어 서류 작성 때 원자 영어 서류 작성 문제 가요,4
32685,32685,일을 하게 되면 중국으로 출장을 가야 할 일이 생길 수도 있는데요 그러한 중국 출장도 괜찮다고 생각하시는지 여쭤보고 싶습니다,일 중국 출장 가야 수도 중국 출장 생각 보고,4
32686,32686,만약 상사가 업무와 무관한 일을 시킨다면 잘 수행할 자신이 있으실까요 아니면 수행하지 않는다고 하실 건가요,만약 상사 업무 무관 일 수행 자신 요 수행 건가,4
32687,32687,면접자님께선 팀으로 근무하는 것과 혼자 근무하는 것 중 무엇을 더 선호하시는지 궁금합니다,면접 자 팀 근무 것 혼자 근무 것 중 무엇 더 선호,1
32688,32688,요즘에 다양한 앱들이 출시되고 있는데요 가장 기억에 남는 앱은 무엇이고 그리고 기술적인 측면에서 그 앱이 왜 소비자들에게 많은 인기를 받고 있는지에 대해서도 설명을 한번 해 보실래요,요즘 앱 출시 가장 기억 앱 무엇 기술 측면 그 앱 왜 소비자 인기 대해 서도 설명 한번 해,1
32689,32689,지금까지 인생을 살면서 가장 후회되는 일이 있다면 어떤 일입니까 한 가지만 말씀 부탁드립니다,지금 인생 가장 입 가지 말씀,1
32690,32690,젊은 사람들이 아이폰을 선호하는 이유에 대해 어떻게 생각하세요,사람 아이폰 선호 이유 대해 생각,2
32691,32691,시간이 남을 때 무슨 업무를 하시는지 또 그 업무를 하시는 이유는 무엇인지 말씀해 주실 수 있나요,시간 남 때 무슨 업무 또 그 업무 이유 무엇 말씀 수,4
32692,32692,만약 사내 스터디를 만들어서 공부할 수 있게 된다면 어떤 것을 공부해 보고 싶으신지 그 이유도 함께 얘기해 주세요,만약 사내 스터디 공부 수 것 공부 보고 신지 그 이유 얘기,3
32693,32693,개인적으로 생각을 했을 때 엘지 디스플레이의 기술과 삼성 디스플레이 기술이 좀 차이가 있을 것 같은데요 어떤 점에서 장단점이 있는지 두 개 회사의 어떤 기술을 비교해 가면서 설명해 보실 수 있겠습니까,개인 생각 때 엘지 디스플레이 기술 삼성 디스플레이 기술 좀 차이 것 점 장단점 두 개 회사 기술 비교 가면 설명 수,1
32694,32694,만약에 지원자님께서 지원하신 그 직무가 아닌 다른 곳에 배치가 되게 된다면 어떻게 하시겠습니까 그래도 괜찮으실까요,만약 원자 지원 그 직무 다른 곳 배치 요,0
32695,32695,안드로이드 아이오스를 비교하여 설명해 보시오,안드로이드 아이 오스 비교 설명,1
32696,32696,면접자님만의 스트레스 해소 방법이 있다면 그것은 무엇인가요 그리고 왜 그 방법으로 스트레스를 해소하는지도 함께 얘기해 주세요,면접 자 스트레스 해소 방법 그것 무엇 왜 그 방법 스트레스 해소 얘기,5
32697,32697,귀하께서 생각하는 아이씨티 분야의 향후 전망에 대해서 어떻게 생각하시는지 본인의 의견을 말씀해 주세요,귀하 생각 아이 씨티 분야 향후 전망 대해 생각 본인 의견 말씀,2
32698,32698,귀하는 개발 기간을 촉박하게 요구하는 경우 어떻게 하시겠습니까,개발 기간 요구 경우,4
32699,32699,당신은 프로세스와 스레드가 무엇인지 알고 있습니까 프로세스와 스레드의 차이점을 말해주세요 그리고 어떻게 다른지 그 차이점이 무엇 때문에 나오게 되었는지 말해주세요,당신 프로세스 스레드 무엇 알 프로세스 스레드 차이점 말 다른 그 차이점 무엇 때문 말,1
32700,32700,알고 계신 테스트의 종류를 얘기해 주세요 예로 들어 유닛테스트 통합 테스트 등입니다,알 테스트 종류 얘기 예 유닛 테스트 통합 테스트 등,1
32701,32701,면접자님께서 지금 공부하고 있는 분야가 있다면 무엇인지 왜 그 분야를 공부하는지 또 지금까지 무엇을 배웠는지 말씀 부탁드립니다,면접 자 지금 공부 분야 무엇 왜 그 분야 공부 또 지금 무엇 말씀,3
32702,32702,만약 일을 하다가 지원자님의 직무에 맞지 않는 일을 하게 된다면 어떻게 하시겠습니까 그래도 괜찮으시겠습니까,만약 일 원자 직무 일,0
